pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,pickup_datetime
-73.95571136,40.76833725,-73.9877243,40.74886703,1/10/2016 0:05
-73.96619415,40.75809097,-73.95670319,40.76673508,1/10/2016 19:06
-73.99201965,40.74953079,-73.98809814,40.73387909,1/10/2016 19:58
-73.99368286,40.74164963,-73.98621368,40.76907349,1/10/2016 14:30
-73.99256134,40.74386978,-74.00489044,40.72994995,1/10/2016 15:51
-73.98577118,40.74982834,-73.98310089,40.72260666,1/10/2016 2:50
-73.97570801,40.75546265,-73.9788208,40.7492981,1/10/2016 20:40
-73.95140839,40.77854156,-73.95314789,40.76784897,1/10/2016 12:30
-73.95389557,40.77899933,-73.93251038,40.86077499,1/10/2016 10:40
-73.97812653,40.74571609,-73.9810257,40.73390579,1/10/2016 2:49
-73.98454285,40.72857285,-73.98011017,40.7348938,1/10/2016 22:04
-73.99476624,40.74023819,-74.00615692,40.7156105,1/10/2016 15:38
-73.99181366,40.74991608,-73.97424316,40.75442505,1/10/2016 18:57
-73.9889679,40.67018127,-73.95156097,40.7778511,1/10/2016 10:52
-73.99183655,40.759655,-73.98923492,40.7536087,1/10/2016 10:52
-73.98331451,40.76755524,-73.94232178,40.82732391,1/10/2016 12:01
-73.9377594,40.81256866,-73.97557068,40.74720383,1/10/2016 20:44
-74.00340271,40.72698212,-73.997612,40.7363205,1/10/2016 9:53
-73.96509552,40.80635834,-73.9665451,40.80244064,1/10/2016 0:12
-73.99084473,40.74881744,-73.78759003,40.6475029,1/10/2016 16:30
-73.98703003,40.75651932,-73.97551727,40.78678131,1/10/2016 18:42
-73.95329285,40.76734161,-73.95195007,40.81132889,1/10/2016 13:37
-73.96053314,40.76613617,-73.97576141,40.74144363,1/10/2016 20:46
-73.95529175,40.7123909,-73.95529175,40.7123909,1/10/2016 3:49
-73.99346924,40.75725174,-73.99263,40.71532822,1/10/2016 20:31
-73.99517059,40.72496033,-73.98898315,40.72674179,1/10/2016 2:09
-73.98474121,40.74296188,-73.9787674,40.76222992,1/10/2016 19:54
-73.98748016,40.74143982,-74.00086212,40.72956085,1/10/2016 17:56
-73.97297668,40.75490189,-73.97303009,40.75494003,1/10/2016 18:40
-73.96137238,40.7961998,-73.95574188,40.76446152,1/10/2016 6:01
-73.98766327,40.71976852,-74.01052094,40.71388626,1/10/2016 0:17
-73.99486542,40.74459839,-73.99708557,40.75377274,1/10/2016 18:55
-74.00101471,40.7314949,-73.98397827,40.75508881,1/10/2016 16:33
-73.98004913,40.7614212,-74.0007019,40.7583313,1/10/2016 7:45
-73.96498108,40.75558853,-73.98152161,40.74932098,1/10/2016 14:18
-73.97652435,40.74777985,-73.94769287,40.77614212,1/10/2016 18:22
-73.97174072,40.75024414,-73.96060181,40.77245712,1/10/2016 4:44
-73.97608948,40.78617096,-73.95204926,40.78699875,1/10/2016 12:38
-73.96839905,40.80173492,-73.93857574,40.80471802,1/10/2016 6:58
-73.9743042,40.76222229,-73.98868561,40.72738647,1/10/2016 13:13
-73.99516296,40.7249527,-73.956604,40.7131691,1/10/2016 17:04
-74.00434113,40.74245453,-73.92777252,40.75566101,1/10/2016 2:13
-73.94856262,40.78234863,-73.96174622,40.77402878,1/10/2016 14:04
-73.97964478,40.76050186,-74.00020599,40.73786545,1/10/2016 15:26
-74.00634766,40.73322296,-73.98451233,40.76567078,1/10/2016 2:17
-73.79007721,40.64377975,-74.03224182,40.71960068,1/10/2016 11:27
-73.8637619,40.76977158,-73.98867798,40.6936264,1/10/2016 12:12
-73.99362946,40.71234894,-73.95587158,40.66928864,1/10/2016 2:41
-73.97586823,40.74503326,-73.94101715,40.8075943,1/10/2016 5:08
-73.78375244,40.64868164,-73.97849274,40.76599884,1/10/2016 15:44
-73.99804688,40.73554993,-73.99009705,40.746521,1/10/2016 17:06
-73.97220612,40.74589539,-73.95376587,40.77806473,1/10/2016 4:49
-73.98085022,40.72982025,-73.94747162,40.7757988,1/10/2016 1:46
-73.99588776,40.72659302,-73.99816132,40.68815613,1/10/2016 9:55
-73.98587036,40.74422073,-73.98831177,40.75917816,1/10/2016 14:21
-74.00225067,40.72941971,-73.98114014,40.75973129,1/10/2016 9:07
-73.9693222,40.75379181,-73.98774719,40.73355103,1/10/2016 9:05
-73.99354553,40.72458267,-74.00016785,40.74301147,1/10/2016 22:21
-73.99021149,40.74974823,-73.95005035,40.77200317,1/10/2016 1:11
-73.98233032,40.7403717,-73.99224854,40.74938965,1/10/2016 20:20
-73.96582794,40.7630043,-74.0017395,40.74909973,1/10/2016 12:19
-73.96787262,40.79243851,-73.96878815,40.788311,1/10/2016 14:31
-73.97581482,40.75741577,-73.9930954,40.74308014,1/10/2016 13:33
-73.99021912,40.7194519,-73.94943237,40.78519058,1/10/2016 0:33
-73.95263672,40.78083801,-73.95263672,40.78083801,1/10/2016 15:18
-73.95263672,40.76843262,-73.96053314,40.7722435,1/10/2016 12:08
-73.95230865,40.78082657,-73.95722961,40.78310013,1/10/2016 8:56
-73.99204254,40.74988174,-73.98254395,40.72159958,1/10/2016 20:48
-73.96590424,40.76226807,-73.95479584,40.76965332,1/10/2016 21:24
-73.99491882,40.76032639,-73.92922974,40.73823929,1/10/2016 5:52
-73.98861694,40.67042923,-73.98262024,40.67789078,1/10/2016 19:25
-73.98847961,40.75637054,-74.00527191,40.72256851,1/10/2016 7:46
-73.9847641,40.72031784,-74.00749207,40.70509338,1/10/2016 3:03
-73.98970032,40.74139023,-73.98191833,40.72923279,1/10/2016 14:00
-73.95869446,40.77516174,-73.95935059,40.76919556,1/10/2016 11:08
-73.97975159,40.75223923,-74.00302124,40.73355484,1/10/2016 16:56
-73.98787689,40.73255157,-73.98011017,40.72309113,1/10/2016 4:34
-73.99533844,40.7333374,-73.98735046,40.73316574,1/10/2016 11:45
-73.99165344,40.7266655,-73.97424316,40.73694229,1/10/2016 2:11
-74.00061035,40.72999191,-73.99510956,40.72809219,1/10/2016 4:19
-73.97901917,40.72502899,-73.98903656,40.69230652,1/10/2016 11:03
-74.00511169,40.71904755,-74.00016785,40.74762726,1/10/2016 9:38
-73.99999237,40.73295593,-73.9769516,40.72570038,1/10/2016 2:16
-73.99658966,40.73767853,-73.989151,40.72362137,1/10/2016 12:00
-74.00891876,40.72592545,-73.97473145,40.79058075,1/10/2016 15:42
-73.97054291,40.75905991,-73.99501038,40.72874069,1/10/2016 13:47
-73.97533417,40.75153732,-73.97325897,40.69330978,1/10/2016 1:05
-73.98875427,40.72145081,-73.97710419,40.77584457,1/10/2016 2:19
-73.99004364,40.75314331,-73.99183655,40.75395584,1/10/2016 4:11
-73.99570465,40.76951599,-73.98992157,40.74584579,1/10/2016 14:51
-73.98999023,40.75712967,-73.95231628,40.6837883,1/10/2016 3:30
-73.77674866,40.64572906,-73.9003067,40.82036972,1/10/2016 20:12
-73.98854828,40.76403809,-73.99188232,40.76225281,1/10/2016 4:07
-73.98104095,40.75854874,-73.99079895,40.76187897,1/10/2016 18:37
-73.98231506,40.75697708,-74.00373077,40.75917435,1/10/2016 13:22
-73.99952698,40.74378967,-73.99604797,40.74349976,1/10/2016 5:39
-73.97944641,40.73999023,-73.98892975,40.72030258,1/10/2016 0:22
-73.7826767,40.64485168,-73.92882538,40.75915909,1/10/2016 17:16
-74.00653839,40.71521759,-74.01313019,40.70359802,1/10/2016 0:21
-73.98760223,40.75498581,-74.00218964,40.73211288,1/10/2016 21:17
-73.97923279,40.74996948,-73.94982147,40.72212982,1/10/2016 0:38
-74.00681305,40.7303009,-74.00038147,40.74266815,1/10/2016 14:49
-73.95036316,40.77984238,-74.00315857,40.75621796,1/10/2016 9:23
-74.01395416,40.71207809,-73.99022675,40.75261307,1/10/2016 16:20
-73.95559692,40.77648926,-73.98329926,40.72219086,1/10/2016 1:57
-73.96967316,40.76316071,-73.99649048,40.73459244,1/10/2016 17:57
-73.99294281,40.75363541,-73.99939728,40.72223663,1/10/2016 9:54
-73.98976898,40.73418427,-73.96163177,40.71409225,1/10/2016 17:40
-73.98247528,40.77724838,-73.98501587,40.74193192,1/10/2016 14:24
-74.0046463,40.73760223,-73.95529175,40.77791214,1/10/2016 17:11
-73.99924469,40.76146317,-73.98575592,40.75758362,1/10/2016 12:34
-73.87291718,40.77408981,-73.92851257,40.85126877,1/10/2016 14:08
-73.94846344,40.78210831,-73.95726013,40.76670074,1/10/2016 11:31
-73.96592712,40.76209259,-73.9683075,40.75892639,1/10/2016 19:33
-73.99510193,40.75498962,-73.97855377,40.76324081,1/10/2016 16:01
-73.97763062,40.76353836,-73.96125793,40.77732849,1/10/2016 11:29
-74.01278687,40.70222473,-74.01025391,40.71073532,1/10/2016 21:58
-73.98847198,40.73468018,-73.9923172,40.74845886,1/10/2016 1:51
-73.97260284,40.74956512,-73.98918152,40.72299576,1/10/2016 12:33
-73.99849701,40.7350235,-73.96347809,40.77144623,1/10/2016 9:37
-73.95488739,40.78342819,-73.95305634,40.77653122,1/10/2016 2:19
-73.99640656,40.69086075,-74.01016235,40.65529251,1/10/2016 11:56
-73.99972534,40.73343277,-74.00000763,40.7383461,1/10/2016 22:55
-73.98220825,40.76231003,-73.97833252,40.75220871,1/10/2016 11:24
-73.98999023,40.75621414,-73.99094391,40.75048065,1/10/2016 17:00
-73.86283875,40.76891327,-74.00049591,40.75850296,1/10/2016 12:22
-73.97702026,40.78743744,-73.96729279,40.80318069,1/10/2016 23:01
-74.00254822,40.74996185,-73.91201019,40.76475143,1/10/2016 4:22
-73.95303345,40.80664825,-73.93994904,40.79794312,1/10/2016 6:58
-73.96539307,40.8008461,-73.95729065,40.81185913,1/10/2016 10:37
-73.96956635,40.76594162,-73.97747803,40.76629639,1/10/2016 1:50
-73.98725128,40.73318863,-73.99681854,40.76119995,1/10/2016 1:02
-73.98542786,40.76341248,-73.97315216,40.7827034,1/10/2016 10:43
-73.86364746,40.77005386,-74.01390076,40.70940018,1/10/2016 23:11
-73.97439575,40.77981186,-73.98188019,40.77127075,1/10/2016 14:52
-73.9907608,40.75055695,-73.95720673,40.78021622,1/10/2016 16:37
-73.98812866,40.71876144,-73.97463226,40.74202728,1/10/2016 6:33
-73.98194122,40.77800369,-73.97672272,40.78540802,1/10/2016 16:57
-73.99467468,40.72506332,-74.00505829,40.71977615,1/10/2016 18:29
-73.98654175,40.76036835,-73.95926666,40.78031921,1/10/2016 21:20
-73.97666931,40.76485443,-73.97460938,40.76187515,1/10/2016 11:07
-74.00224304,40.75579834,-74.00808716,40.73950958,1/10/2016 10:53
-74.00662231,40.73162079,-74.00086212,40.73590851,1/10/2016 10:51
-73.96617889,40.76480865,-73.95523071,40.76591492,1/10/2016 6:36
-73.99230194,40.73955154,-73.9627533,40.76684952,1/10/2016 20:24
-73.99354553,40.73592758,-73.97579956,40.72197723,1/10/2016 15:58
-73.79462433,40.64473724,-73.99825287,40.72729874,1/10/2016 13:42
-73.99681091,40.73136139,-73.99178314,40.72378159,1/10/2016 11:54
-73.99144745,40.73920822,-73.98961639,40.72941971,1/10/2016 1:54
-73.9854126,40.74966431,-73.86129761,40.76802444,1/10/2016 10:22
-73.97857666,40.76395798,-73.99402618,40.74632645,1/10/2016 7:12
-74.00237274,40.72979355,-74.00614929,40.71867752,1/10/2016 10:47
-74.00202942,40.7348175,-73.95323181,40.78837585,1/10/2016 2:12
-73.78994751,40.64676666,-73.98350525,40.75602722,1/10/2016 18:56
-73.99446869,40.71912003,-73.91663361,40.69990158,1/10/2016 1:19
-73.99550629,40.72489548,-73.99783325,40.6875,1/10/2016 11:26
-73.98045349,40.73429489,-73.97528839,40.74141312,1/10/2016 14:05
-73.98969269,40.76794052,-73.98084259,40.78229904,1/10/2016 15:39
-74.01265717,40.70800781,-73.99519348,40.71775818,1/10/2016 15:57
-73.95581818,40.76399612,-73.94675446,40.77747345,1/10/2016 21:56
-73.94457245,40.77972412,-73.93215942,40.79501724,1/10/2016 13:05
-73.98000336,40.78368378,-73.95095825,40.78324127,1/10/2016 9:51
-73.95066833,40.78627014,-73.97470093,40.75676346,1/10/2016 12:50
-74.00897217,40.71380997,-74.00402069,40.72216034,1/10/2016 18:29
-73.99689484,40.72023773,-73.97848511,40.7514267,1/10/2016 19:59
-73.99919128,40.7324295,-73.9882431,40.73931122,1/10/2016 21:12
-73.99420166,40.75094223,-73.97496796,40.74782562,1/10/2016 18:44
-74.00148773,40.74119186,-73.99521637,40.74966812,1/10/2016 11:45
-74.00260925,40.74996185,-73.97740173,40.74851608,1/10/2016 3:27
-74.00427246,40.73806,-73.96698761,40.76015854,1/10/2016 22:35
-73.95548248,40.78530884,-73.95233917,40.78992844,1/10/2016 7:38
-73.98104095,40.7419014,-73.98490906,40.76298904,1/10/2016 18:03
-73.97380066,40.76368713,-73.98484802,40.76085281,1/10/2016 15:42
-73.991745,40.74442673,-73.96166229,40.76119614,1/10/2016 9:51
-73.99651337,40.76348114,-73.95681,40.76639557,1/10/2016 0:49
-73.97902679,40.78198624,-73.91505432,40.75967789,1/10/2016 3:27
-74.00254059,40.73963928,-73.99659729,40.74200058,1/10/2016 14:06
-73.9968338,40.72042847,-73.98480988,40.74512863,1/10/2016 2:19
-73.93981171,40.70729446,-73.92241669,40.69199371,1/10/2016 2:43
-74.01435852,40.71673965,-73.95731354,40.76996613,1/10/2016 11:30
-73.9492569,40.78105927,-73.9631424,40.71175385,1/10/2016 22:03
-73.99229431,40.73783112,-73.98322296,40.72643661,1/10/2016 2:35
-73.99202728,40.74830246,-73.96841431,40.7648201,1/10/2016 7:38
-73.97315216,40.75883865,-73.98457336,40.76435852,1/10/2016 2:40
-73.98137665,40.75041962,-73.93230438,40.7960968,1/10/2016 0:18
-73.98390198,40.73762131,-73.95442963,40.7773056,1/10/2016 1:34
-73.98786163,40.74382019,-73.98242188,40.76429367,1/10/2016 22:01
-73.98265076,40.76743698,-73.88143921,40.73986053,1/10/2016 1:58
-73.94978333,40.77633286,-73.91982269,40.77185822,1/10/2016 11:32
-73.95978546,40.71382141,-73.96592712,40.63919449,1/10/2016 23:38
-73.95935059,40.78020096,-73.98606873,40.75738907,1/10/2016 9:50
-74.00254059,40.73961258,-74.00344086,40.75642014,1/10/2016 18:58
-73.98947144,40.74374771,-73.98058319,40.73010635,1/10/2016 14:13
-73.99000549,40.73480606,-73.98069,40.74776459,1/10/2016 1:35
-73.98173523,40.76844025,-73.97175598,40.76546097,1/10/2016 14:30
-73.97181702,40.75495148,-73.99000549,40.75147247,1/10/2016 16:24
-73.98103333,40.74472046,-73.86195374,40.76852036,1/10/2016 14:57
-73.98782349,40.72427368,-74.00659943,40.71642685,1/10/2016 13:34
-73.96675873,40.76109695,-73.95608521,40.76789856,1/10/2016 17:54
-73.98391724,40.77547836,-73.96360016,40.75849152,1/10/2016 14:00
-73.98854065,40.7592659,-73.98363495,40.76604462,1/10/2016 8:08
-73.9516983,40.78238297,-73.94574738,40.79024124,1/10/2016 23:07
-73.99236298,40.73804092,-74.00335693,40.73614883,1/10/2016 7:09
-73.96298981,40.7940979,-73.98001862,40.76457977,1/10/2016 10:23
-73.96995544,40.78539276,-73.95365143,40.77918243,1/10/2016 13:49
-73.98095703,40.74474335,-73.98545837,40.7217865,1/10/2016 12:14
-73.99046326,40.71950912,-73.9919281,40.69966888,1/10/2016 0:34
-73.98800659,40.73201752,-74.00852966,40.73820877,1/10/2016 17:50
-73.9907608,40.76094818,-74.00315857,40.75230026,1/10/2016 3:41
-73.79042816,40.64403152,-73.95041656,40.78369904,1/10/2016 18:09
-73.98239899,40.77542877,-73.97396851,40.7637291,1/10/2016 10:15
-73.96219635,40.77907944,-73.98213959,40.77817917,1/10/2016 11:56
-73.98880768,40.73878098,-73.97388458,40.75580215,1/10/2016 23:05
-73.94350433,40.83920288,-73.99169159,40.73702621,1/10/2016 16:09
-73.95588684,40.78227997,-73.99302673,40.72534943,1/10/2016 20:16
-73.98123932,40.7815094,-73.99964142,40.76150131,1/10/2016 10:01
-73.78197479,40.64471054,-73.98149872,40.78547287,1/10/2016 19:26
-73.97425079,40.75539017,-73.86376953,40.76927948,1/10/2016 5:52
-73.97980499,40.74346542,-73.95709229,40.77171326,1/10/2016 22:18
-73.96853638,40.76183319,-73.9815979,40.74078369,1/10/2016 16:04
-73.99272919,40.7522316,-73.8616333,40.76825333,1/10/2016 5:20
-73.99958038,40.73380661,-73.98536682,40.76258087,1/10/2016 19:54
-73.98854065,40.7313118,-73.99575806,40.75242996,1/10/2016 13:36
-73.9752121,40.79270554,-73.98903656,40.74522781,1/10/2016 14:24
-73.98815155,40.72881317,-73.99285126,40.74459839,1/10/2016 0:39
-73.954422,40.77891922,-73.94898224,40.77835846,1/10/2016 3:35
-73.98712921,40.69326401,-73.94528961,40.63182831,1/10/2016 1:38
-74.00695038,40.71625137,-73.91880798,40.75915146,1/10/2016 1:24
-73.95993042,40.81370163,-73.96987915,40.7939415,1/10/2016 12:47
-73.98833466,40.76485443,-73.91020966,40.75809479,1/10/2016 0:42
-73.99569702,40.75929642,-73.98416138,40.76055527,1/10/2016 17:17
-73.96581268,40.76560593,-73.90715027,40.75584412,1/10/2016 1:41
-73.99324799,40.75267792,-74.00406647,40.73301315,1/10/2016 11:46
-73.98694611,40.74954987,-73.99568176,40.75917816,1/10/2016 18:57
-74.00733185,40.70518112,-74.00145721,40.72615814,1/10/2016 10:47
-73.95788574,40.77384567,-73.96276093,40.76972198,1/10/2016 20:26
-73.98426056,40.74575043,-73.99105072,40.75120926,1/10/2016 7:36
-73.9826889,40.73118973,-73.94023895,40.80728912,1/10/2016 0:05
-73.97554779,40.76111221,-74.00756073,40.71615982,1/10/2016 12:37
-74.00084686,40.75815582,-73.99591064,40.76918411,1/10/2016 13:17
-73.9934082,40.7245369,-74.00112915,40.73165512,1/10/2016 14:23
-73.98561096,40.75289154,-73.9781189,40.76343155,1/10/2016 0:32
-73.98543549,40.73181152,-73.990448,40.74420547,1/10/2016 19:42
-73.93671417,40.69789886,-73.94740295,40.72264481,1/10/2016 1:11
-73.95539093,40.77940369,-73.94893646,40.77738953,1/10/2016 15:30
-73.98930359,40.74188232,-73.99974823,40.74353027,1/10/2016 12:31
-73.95285034,40.78605652,-73.95726013,40.78105927,1/10/2016 19:44
-74.00793457,40.71460342,-73.99162292,40.75440979,1/10/2016 7:51
-73.9765625,40.75044632,-73.98925018,40.73644257,1/10/2016 18:50
-73.8638382,40.76993561,-73.96165466,40.79592133,1/10/2016 21:02
-74.00102234,40.73149872,-73.99353027,40.72798538,1/10/2016 14:56
-73.99532318,40.74502563,-73.99893188,40.74388504,1/10/2016 8:19
-73.94778442,40.8303566,-73.96979523,40.76844406,1/10/2016 9:17
-73.95114899,40.78292084,-73.98336792,40.78089142,1/10/2016 22:30
-73.98583221,40.75814438,-73.99208832,40.7515564,1/10/2016 10:42
-73.95170593,40.74317169,-73.92002106,40.6999054,1/10/2016 3:34
-73.98835754,40.73208618,-73.9944458,40.7248497,1/10/2016 17:12
-74.00455475,40.72116089,-74.00526428,40.70727539,1/10/2016 4:01
-73.95548248,40.77928162,-73.94754028,40.78286743,1/10/2016 17:31
-73.99897766,40.72814941,-73.99783325,40.73539352,1/10/2016 18:40
-74.0087738,40.7059288,-73.99082947,40.75595093,1/10/2016 9:42
-73.97953796,40.76353836,-73.99485779,40.74550247,1/10/2016 19:35
-73.97052765,40.78876877,-73.97781372,40.78385925,1/10/2016 15:35
-73.98442841,40.7428894,-74.00898743,40.71744156,1/10/2016 16:36
-73.99419403,40.73511124,-73.99976349,40.73280716,1/10/2016 10:08
-73.9916153,40.7496376,-74.00337219,40.73555374,1/10/2016 16:26
-73.97631073,40.7569313,-74.01495361,40.71437836,1/10/2016 15:06
-74.00669098,40.73595047,-73.98899841,40.75765991,1/10/2016 1:55
-73.98722076,40.75053024,-73.98034668,40.77804565,1/10/2016 1:44
-73.98362732,40.74103165,-73.98362732,40.74103165,1/10/2016 23:34
-73.99304199,40.73007584,-74.00017548,40.72681427,1/10/2016 10:14
-73.94773102,40.7751503,-73.99201202,40.7434082,1/10/2016 13:04
-73.98639679,40.75948334,-74.00776672,40.74291229,1/10/2016 19:09
-73.97870636,40.77752686,-73.99105835,40.77476883,1/10/2016 19:42
-73.95248413,40.77687836,-74.00993347,40.71168137,1/10/2016 3:10
-73.91500854,40.76032639,-73.90787506,40.76615906,1/10/2016 4:15
-73.78230286,40.64450836,-73.9536438,40.74483109,1/10/2016 15:13
-73.97533417,40.76516724,-74.00468445,40.74198914,1/10/2016 9:55
-73.98080444,40.74211121,-73.98695374,40.74941254,1/10/2016 15:53
-73.99315643,40.68275833,-73.89688873,40.70864105,1/10/2016 18:52
-74.01100159,40.71551514,-74.008461,40.71216583,1/10/2016 16:44
-73.98812866,40.75965118,-73.97100067,40.76391983,1/10/2016 13:11
-73.97859192,40.7296257,-74.00527191,40.7207222,1/10/2016 3:30
-73.98529053,40.75966644,-73.99143219,40.74995804,1/10/2016 17:38
-74.00214386,40.72955322,-73.99417114,40.73947144,1/10/2016 14:14
-73.99102783,40.73487091,-73.97751617,40.72581482,1/10/2016 20:37
-73.99140167,40.75997925,-74.00471497,40.70702744,1/10/2016 18:58
-73.95979309,40.8135376,-73.94465637,40.82988739,1/10/2016 8:44
-73.98500061,40.72434235,-73.94915771,40.70755386,1/10/2016 23:23
-73.99098969,40.73955917,-74.00292206,40.73339844,1/10/2016 15:18
-73.98162842,40.76789856,-73.94480133,40.72714615,1/10/2016 20:21
-73.98292542,40.76659393,-74.00704193,40.73574829,1/10/2016 10:50
-73.97068024,40.75181961,-73.98986053,40.75714493,1/10/2016 7:36
-73.99369812,40.74147034,-73.97410583,40.75197983,1/10/2016 19:10
-73.98001862,40.76401901,-73.94906616,40.78506088,1/10/2016 17:27
-73.99000549,40.72937393,-73.97690582,40.74755096,1/10/2016 1:56
-73.99272156,40.75388336,-73.97047424,40.76221085,1/10/2016 17:22
-74.00037384,40.75827408,-73.98717499,40.75119781,1/10/2016 16:03
-73.99110413,40.75654221,-73.96316528,40.76468277,1/10/2016 14:16
-74.0005722,40.72888565,-73.97894287,40.74467468,1/10/2016 2:49
-73.98320007,40.73893356,-73.9888916,40.7483139,1/10/2016 16:57
-73.97747803,40.76190567,-73.96326447,40.76910019,1/10/2016 11:49
-73.98657227,40.77693176,-73.97570038,40.78792953,1/10/2016 15:12
-73.98282623,40.73934174,-73.9954071,40.74954987,1/10/2016 20:56
-73.96457672,40.77301025,-73.97186279,40.76581192,1/10/2016 14:09
-73.96546936,40.75909042,-73.97248077,40.7463913,1/10/2016 16:19
-74.0078125,40.74723816,-73.99869537,40.74291611,1/10/2016 10:45
-73.97267914,40.75533676,-73.9911499,40.75011826,1/10/2016 13:37
-73.97237396,40.78106689,-73.96730804,40.78804398,1/10/2016 12:40
-73.78394318,40.64865875,-74.00127411,40.73380661,1/10/2016 23:01
-73.96552277,40.75520706,-73.96691132,40.76104355,1/10/2016 16:16
-73.99505615,40.75500488,-73.98403168,40.74265289,1/10/2016 18:12
-73.86273193,40.76900864,-73.94368744,40.71171188,1/10/2016 17:47
-73.98712158,40.73915863,-73.97471619,40.75550079,1/10/2016 13:13
-74.00296021,40.72861099,-74.00514984,40.73189163,1/10/2016 6:35
-73.95279694,40.78310394,-73.98583984,40.76086426,1/10/2016 21:06
-73.96764374,40.76298141,-73.87273407,40.7742691,1/10/2016 12:11
-74.00254822,40.72661591,-73.98627472,40.73051834,1/10/2016 21:34
-73.99034882,40.75422287,-74.00852966,40.71204376,1/10/2016 0:03
-73.99072266,40.76581192,-73.99040985,40.75704956,1/10/2016 3:39
-73.94274902,40.83710098,-73.98486328,40.76004791,1/10/2016 10:20
-73.99141693,40.76051712,-73.97225952,40.79413986,1/10/2016 3:24
-73.98168945,40.75883865,-73.99092865,40.75045013,1/10/2016 5:23
-73.9680481,40.80210114,-73.97488403,40.79175568,1/10/2016 23:32
-73.98027039,40.78581619,-73.96717072,40.7893219,1/10/2016 7:55
-73.98609161,40.75939941,-73.97164917,40.76277924,1/10/2016 18:52
-73.98982239,40.75678253,-74.00111389,40.76183319,1/10/2016 18:34
-73.96831512,40.75527573,-73.99116516,40.7503624,1/10/2016 0:04
-73.98215485,40.76807022,-73.97698975,40.78239059,1/10/2016 13:43
-73.96183777,40.77674866,-73.96121979,40.76670074,1/10/2016 12:08
-73.97291565,40.74898148,-73.7688446,40.72203445,1/10/2016 0:09
-73.99210358,40.7253952,-73.97096252,40.75362396,1/10/2016 1:18
-73.97502136,40.75199127,-73.98023224,40.74296951,1/10/2016 10:51
-73.98774719,40.77521896,-73.97764587,40.78904343,1/10/2016 16:43
-73.99055481,40.760952,-73.99882507,40.73989487,1/10/2016 3:35
-73.95893097,40.78060532,-73.96795654,40.76245117,1/10/2016 12:46
-73.96321106,40.76219559,-73.96609497,40.7539711,1/10/2016 0:41
-73.96239471,40.76791763,-73.98170471,40.76619339,1/10/2016 9:58
-73.99321747,40.73677063,-74.00707245,40.74246597,1/10/2016 16:18
-73.96871948,40.75442123,-73.96176147,40.77280045,1/10/2016 13:22
-73.98722839,40.7417984,-73.78993225,40.64321899,1/10/2016 20:01
-73.78973389,40.64673996,-73.94942474,40.68337631,1/10/2016 14:19
-73.9786911,40.74087143,-73.97240448,40.75168228,1/10/2016 0:17
-73.95574188,40.77281189,-73.97107697,40.76697922,1/10/2016 1:11
-73.98488617,40.73934937,-73.99546051,40.73608398,1/10/2016 0:51
-73.87306213,40.77410889,-74.00730133,40.73337936,1/10/2016 11:43
-73.99212646,40.74892807,-74.00191498,40.74205017,1/10/2016 10:45
-73.7897644,40.64373016,-73.97628021,40.75247192,1/10/2016 21:18
-73.9586792,40.77841187,-73.97675323,40.76493835,1/10/2016 17:25
-73.9601593,40.77630234,-73.99927521,40.72820282,1/10/2016 0:48
-74.0006485,40.76168823,-73.96141052,40.76491928,1/10/2016 13:37
-73.98855591,40.74288177,-73.97834778,40.75404358,1/10/2016 10:39
-73.99228668,40.75921631,-73.97172546,40.75809479,1/10/2016 17:29
-74.00641632,40.73308182,-73.9782486,40.75258636,1/10/2016 14:45
-73.99645233,40.73810577,-74.00405121,40.75261307,1/10/2016 15:53
-73.98915863,40.75860977,-73.98916626,40.75809479,1/10/2016 15:37
-74.0015564,40.73584747,-73.99996185,40.72045898,1/10/2016 0:00
-73.98368835,40.78084183,-73.98486328,40.76238251,1/10/2016 19:46
-73.98779297,40.74751663,-73.97880554,40.78927612,1/10/2016 22:23
-74.01361847,40.70814896,-74.00695801,40.70708847,1/10/2016 20:34
-73.99113464,40.73349762,-73.98555756,40.75734329,1/10/2016 14:39
-74.00982666,40.70978928,-74.00431061,40.70754623,1/10/2016 15:46
-73.99569702,40.7597084,-73.97370148,40.78546143,1/10/2016 12:53
-73.95543671,40.77266693,-73.96884155,40.76435852,1/10/2016 2:06
-73.95318604,40.81298828,-73.94530487,40.7936058,1/10/2016 12:13
-73.99726868,40.72148132,-73.99214172,40.74932098,1/10/2016 18:05
-74.00009155,40.73286819,-73.96450043,40.64115906,1/10/2016 3:01
-73.9993515,40.74807358,-74.00323486,40.7315712,1/10/2016 10:31
-73.97567749,40.74904633,-73.96710968,40.760952,1/10/2016 0:18
-74.00453949,40.7286644,-73.91808319,40.74287033,1/10/2016 2:34
-73.9912796,40.74528885,-73.99730682,40.71678162,1/10/2016 18:45
-73.99119568,40.7492485,-73.98028564,40.73527908,1/10/2016 18:23
-73.98933411,40.73015213,-74.0007019,40.73577881,1/10/2016 0:40
-74.002388,40.72837448,-74.00134277,40.73112869,1/10/2016 21:37
-73.9896698,40.76057053,-73.99302673,40.75476074,1/10/2016 1:06
-73.9897995,40.75686646,-73.78302765,40.64396667,1/10/2016 11:47
-73.97753906,40.78427505,-73.97399902,40.79564285,1/10/2016 21:28
